,review,rating,sentiment
286, No towels .. aircond x strong ... There is garbage when entering the hotel ..... Then there is a very strong smell of cigarettes that can't be blahnye aircond x strong .. then I open the aircond there is a lot of dust,2,0
287, Ok.spacious..only a room without cigarettes but when the smell of cigarettes is strong .... tell the receptionist to spray what is appropriate..eventually until it's over x do it .. lazy to tell again,2,0
288,OK lahhhhh..... Budget hotel mahhhhhh......,1,0
289,"Unprofessional and irreverent staff at reception, without the ability / interest? ... to listen to the guest's, who even tried to charge me more than MYR 1.600,00 unjustified for stay, even though already was paid for except taxes and …",1,0
290,Not really a good place as I expected. The only thing good about this place is near the Chan Sow Lin LRT. Bad experience with this place. Seems like this hotel was a Love Hotel type place. Not really recommended for work worse for vacation. Chinese territory there.,1,0
291,Is cheap and no maintenance at all. Rat are everywhere in Ground floor and lots of unused furniture / hardware laying on every walk way.,1,0
292,"THIS HOTEL SUCKS! DOOR BROKEN,CANT OPEN BY MYSELF FROM OUTSIDE,DIRTY,PLACE CAN'T EASILY FIND BY THE GRAB.STAFFS NO CONSIDERATION ESPECIALLY THE OWNER.NOT RECOMMENDED!",1,0
293,"Very noisy room. 7/24 noisy. Music sound..
Cockroaches everywhere.
Bathroom is very small and smell...
Don't waste your money.",1,0
294,This is a very vested hotel in kl and this place also not safe if booked by online we can book a extra bed is well but they don't have any rooms like that very careful with using washroom because they have too many holes on the doors and unsafe elasticity line I booked for 1month but I am stayed only 2days totally f... rooms,1,0
295,"Our room was dirty, full with spider's webs and bugs. The sheet was bloody.",1,0
296,"Room stank of smoke, mattress was uncomfortable and bathroom looked like it had not been clean in a long time.",1,0
297," The old woman at the counter wants to be black-faced! Seems to owe him a lot of money! Dead look! Honestly, this hotel can't live, I heard that many people have died! I lived on the 3rd floor that day and I couldn't",1,0
298,"Hotel is under staffed. The receptionist was cleaning the rooms as well, & is clearly tired & overworked. He was on his lunch break when we checked in, & had to wait until he was finished to check in. …",1,0
299,Best choice for backpackers! Nice and value for money accommodation with affordable price. Good interior design and friendly environment. …,4,1
300,"Enjoyable Stay
Few things can be improved such as cleanliness (sinks was filled with dirty …",4,1
301,"I've been staying here for quite awhile (+ multiple times) & the experience has been great! Affordable price, friendly service & amazing aesthetic. Cleanliness can definitely be better prior to check in but you can easily inform the front …",4,1
302,"Affordable price and friendly staff. Just that there are construction ongoing, and the it is just beside the road, a very busy street, so there will be a serious sound pollution. They provide ear bud upon request. Room smaller than expected, but with fridge, everything else is good.",4,1
303,"Share bathroom, the toilets were very dirty. Stayed there for few days, I don't think they wash it once. This is the disappointment. Room was ok, clean. Wish really can improve the cleaning for toilet and bathroom everyday. Thank you.",2,0
304,"The hotel is very good but sadly the foreigner staff didn't speak malay and wasn't able to help me much. The guy was drinking outside the hotel entrance and when I came, he came left his drink can & assisted me. It felt so weird coming in a …",1,0
305,"Great place to stay. Comfy bed, free toothbrush and drinking water. Towel and slipper are provided. Ironing facilities, microwave, lift and water dispenser in ground and third floor. Well equipped hotel with really affordable price.",5,1
306,The interior is nice. The check out rule quite tight. They will charge you if you exceed a few minutes check out time.,3,0
307,"Everything. The rooms are clean and affordable. The staff we're extremely friendly and helpful. Free laundry, coffee and tea. Breakfast is free. Roof top access and a very affordable vending machine inside. …",5,1
311,"No parking, quality of service and hotel poor.
Seems more like an hourly hotel than a backpacker hotel that was advertised and priced. …",2,0
312,"Friendly reception, good quality hotel, but without necessary parking lot. Only 7 space provided by hotel, for other parking space, you need to go to parking spot below with approx rm10 per night (12am - 11am). You cannot claim if you are OYO Rooms customer. Not recomended unless u willing to pay more for parking lot.",2,0
313,Clean and simple but did not have correct location. No bottled water in room. Had coffee cups and coffee but no kettle.,2,0
314,"Very dirty, bad service",2,0
317,Ok,3,0
318,Nice place.relax easy to go anywhere. All in One. Perfect place to shopping make business and sightview. Cheap comfort and clean...,5,1
319,"Bad attitude for the receptionist. Playing phone during customer arrived.
Doesn't responsible on customer's problem & not helping the customer who have …",1,0
320,". The hotel has a fantastic location! Nearby a couple of train stations, surrounded by shops and restaurants. In roughly 30 minutes you can walk to Petronas twin towers as well as other areas like Bukit Bintang. …",5,1
321,"Nice to stay here, at mk inn hotel.. Big room lot of spaces, Nearby food shop, easy to access.. to eat all the awhile. Overall everything ok, WiFi they need to upgrade.. By the way the night shift guy mr.nathan really friendly and more helpful person... To us, I'm really appreciate . Thank you.",5,1
322,"Happy to stay here, all the shop is neaby, easy to buy things. Only things parking is a problems, no place to park. Overall good. Especially the night shift staff Mr.Nathan is very friendly and helpful person. Good guy. Thank you.",5,1
323,"The best budget hotel in kl. Great location, big room. Good wifi. Besides Mydeen supermarket and surrounding by night market every Saturday.
Requires rm50 deposit upon check in which is not necessary.",5,1
324,"Bof. Bien situé. On peut circuler à pied dans le centre. nÀ l&#39;arrivée, la jeune fille de lu2019accueil a accepté de nous imprimer un papier pour le visa de notre prochain pays.. …",2,0
325,". For a big family of 8-10, this is surely a comfortable hotel, and affordable especially when u plan on a longer stay, great location easy to access to shopping areas and food. Clean and spacious.",5,1
326,The area looks like an episode of Homeland. . Unique part of town. Good value for money . Bed needed work,5,1
327,"It was dirty. Mass everywhere, the door open only by force. You can not feel safe. Don't suffer on your trip.",1,0
328,Con: Other guests are smoking inside hotel. Bad smell of cigarettes from other room diffused into my room!! I would like to complain staff & receptionist here Punjabi Sahil & Malay zul for not opening the door for customers guests here …,1,0
329,"Its always good and im please as 8years now i always stay in this hotel everytime im in KL,more conveniebt and affordable. The prominent staff always attend to any complaints,inquires..thank yoi very much.",4,1
